"Scenario","Region","Variable","Year","Value"
"Canada Net-zero","Quebec","Oil",2021,556.4629802
"Canada Net-zero","Quebec","Onshore Wind",2021,10322.93233
"Canada Net-zero","Quebec","Solar (Distributed)",2021,29.13705025
"Canada Net-zero","Quebec","Solar (Utility scale)",2021,4.397480685
"Canada Net-zero","Quebec","Uranium SMR",2021,0
"Canada Net-zero","Quebec","Total",2021,212908.629431294
"Canada Net-zero","Saskatchewan","Bioenergy",2021,109.8619875
"Canada Net-zero","Saskatchewan","Bioenergy with CCUS",2021,0
"Canada Net-zero","Saskatchewan","Coal and Coke",2021,9629.4
"Canada Net-zero","Saskatchewan","Coal with CCUS",2021,705.18
"Canada Net-zero","Saskatchewan","Hydro",2021,2494.559386
"Canada Net-zero","Saskatchewan","Natural Gas",2021,11093.94629
"Canada Net-zero","Saskatchewan","Natural Gas with CCUS",2021,0
"Canada Net-zero","Saskatchewan","Oil",2021,1.019664
"Canada Net-zero","Saskatchewan","Onshore Wind",2021,870.3886046
"Canada Net-zero","Saskatchewan","Solar (Distributed)",2021,31.0752283
"Canada Net-zero","Saskatchewan","Solar (Utility scale)",2021,4.254071844
"Canada Net-zero","Saskatchewan","Uranium SMR",2021,0
"Canada Net-zero","Saskatchewan","Total",2021,24939.685232244
"Canada Net-zero","Yukon","Bioenergy",2021,2.993595082
"Canada Net-zero","Yukon","Hydro",2021,505.9001086
"Canada Net-zero","Yukon","Natural Gas",2021,111.5152109
"Canada Net-zero","Yukon","Oil",2021,79.32129219
"Canada Net-zero","Yukon","Onshore Wind",2021,1.076967333
"Canada Net-zero","Yukon","Solar (Distributed)",2021,0.199260411
"Canada Net-zero","Yukon","Solar (Utility scale)",2021,0.061531958
"Canada Net-zero","Yukon","Total",2021,701.067966474
"Current Measures","Alberta","Bioenergy",2021,1793.5759594
"Current Measures","Alberta","Coal and Coke",2021,16216.19679
"Current Measures","Alberta","Hydro",2021,2151.074978
"Current Measures","Alberta","Natural Gas",2021,46519.47288
"Current Measures","Alberta","Oil",2021,15.6585
"Current Measures","Alberta","Onshore Wind",2021,6800.614523
"Current Measures","Alberta","Solar (Distributed)",2021,151.1215243
"Current Measures","Alberta","Solar (Utility scale)",2021,254.7606822
"Current Measures","Alberta","Total",2021,73902.4758369
"Current Measures","British Columbia","Bioenergy",2021,4057.95071073
"Current Measures","British Columbia","Hydro",2021,63800.59024
"Current Measures","British Columbia","Natural Gas",2021,1695.118811
"Current Measures","British Columbia","Oil",2021,72.3681586
"Current Measures","British Columbia","Onshore Wind",2021,2008.283925
"Current Measures","British Columbia","Solar (Distributed)",2021,24.65087176
"Current Measures","British Columbia","Solar (Utility scale)",2021,5.186739104
"Current Measures","British Columbia","Total",2021,71664.1494561939
"Current Measures","Manitoba","Bioenergy",2021,80.896
"Current Measures","Manitoba","Hydro",2021,28860.20635
"Current Measures","Manitoba","Natural Gas",2021,46.29820227
"Current Measures","Manitoba","Oil",2021,16.87422672
"Current Measures","Manitoba","Onshore Wind",2021,948.9920318
"Current Measures","Manitoba","Solar (Distributed)",2021,7.457391941
"Current Measures","Manitoba","Solar (Utility scale)",2021,2.892769117
"Current Measures","Manitoba","Total",2021,29963.616971848
"Current Measures","New Brunswick","Bioenergy",2021,587.9155979
"Current Measures","New Brunswick","Coal and Coke",2021,1470.457353
"Current Measures","New Brunswick","Hydro",2021,2622.059086
"Current Measures","New Brunswick","Natural Gas",2021,1580.222794
"Current Measures","New Brunswick","Oil",2021,40.391461123
"Current Measures","New Brunswick","Onshore Wind",2021,710.0197142
"Current Measures","New Brunswick","Solar (Distributed)",2021,1.395795282
"Current Measures","New Brunswick","Solar (Utility scale)",2021,0.258502094
"Current Measures","New Brunswick","Uranium",2021,4613.244492
"Current Measures","New Brunswick","Total",2021,11625.964795599
"Current Measures","Newfoundland and Labrador","Hydro",2021,40848.0614
"Current Measures","Newfoundland and Labrador","Natural Gas",2021,264.0785
"Current Measures","Newfoundland and Labrador","Oil",2021,668.53145
"Current Measures","Newfoundland and Labrador","Onshore Wind",2021,160.4986979
"Current Measures","Newfoundland and Labrador","Solar (Distributed)",2021,1.149481546
"Current Measures","Newfoundland and Labrador","Solar (Utility scale)",2021,0.019396747
"Current Measures","Newfoundland and Labrador","Total",2021,41942.338926193
"Current Measures","Nova Scotia","Bioenergy",2021,330.0486243
"Current Measures","Nova Scotia","Coal and Coke",2021,4621.243125371
"Current Measures","Nova Scotia","Hydro",2021,780.0129971
"Current Measures","Nova Scotia","Natural Gas",2021,1558.867027
"Current Measures","Nova Scotia","Oil",2021,36
"Current Measures","Nova Scotia","Onshore Wind",2021,1137.446083
"Current Measures","Nova Scotia","Solar (Distributed)",2021,1.325767194
"Current Measures","Nova Scotia","Solar (Utility scale)",2021,0.539401307
"Current Measures","Nova Scotia","Total",2021,8465.483025272
"Current Measures","Northwest Territories","Hydro",2021,247.3671771
"Current Measures","Northwest Territories","Natural Gas",2021,86.89607194
"Current Measures","Northwest Territories","Oil",2021,34.89625416
"Current Measures","Northwest Territories","Onshore Wind",2021,17.7426936
"Current Measures","Northwest Territories","Solar (Distributed)",2021,0.111569162
"Current Measures","Northwest Territories","Solar (Utility scale)",2021,1.712982425
"Current Measures","Northwest Territories","Total",2021,388.726748387
"Current Measures","Nunavut","Bioenergy",2021,0
"Current Measures","Nunavut","Oil",2021,278.3927452
"Current Measures","Nunavut","Onshore Wind",2021,0
"Current Measures","Nunavut","Solar (Distributed)",2021,0.498248437
"Current Measures","Nunavut","Solar (Utility scale)",2021,0.034400618
"Current Measures","Nunavut","Total",2021,278.925394254999
"Current Measures","Ontario","Bioenergy",2021,1194.880924654
"Current Measures","Ontario","Hydro",2021,35232.73945
"Current Measures","Ontario","Natural Gas",2021,11386.08939
"Current Measures","Ontario","Oil",2021,93.3597
"Current Measures","Ontario","Onshore Wind",2021,12419.57521
"Current Measures","Ontario","Solar (Distributed)",2021,3225.255217
"Current Measures","Ontario","Solar (Utility scale)",2021,2500.800225
"Current Measures","Ontario","Uranium",2021,82281.38901
"Current Measures","Ontario","Uranium SMR",2021,0
"Current Measures","Ontario","Total",2021,148334.089126654
"Current Measures","Prince Edward Island","Bioenergy",2021,2.188086962
"Current Measures","Prince Edward Island","Oil",2021,4.54341999999999
"Current Measures","Prince Edward Island","Onshore Wind",2021,598.5599788
"Current Measures","Prince Edward Island","Solar (Distributed)",2021,0.678037409
"Current Measures","Prince Edward Island","Solar (Utility scale)",2021,0
"Current Measures","Prince Edward Island","Total",2021,605.969523171
"Current Measures","Quebec","Bioenergy",2021,1301.22318916
"Current Measures","Quebec","Hydro",2021,200588.0684
"Current Measures","Quebec","Natural Gas",2021,106.408001
"Current Measures","Quebec","Oil",2021,556.4629802
"Current Measures","Quebec","Onshore Wind",2021,10322.93233
"Current Measures","Quebec","Solar (Distributed)",2021,29.13705025
"Current Measures","Quebec","Solar (Utility scale)",2021,4.397480685
"Current Measures","Quebec","Total",2021,212908.629431294
"Current Measures","Saskatchewan","Bioenergy",2021,109.8619875
"Current Measures","Saskatchewan","Coal and Coke",2021,9629.4
"Current Measures","Saskatchewan","Coal with CCUS",2021,705.18
"Current Measures","Saskatchewan","Hydro",2021,2494.559386
"Current Measures","Saskatchewan","Natural Gas",2021,11093.94629
"Current Measures","Saskatchewan","Oil",2021,1.019664
"Current Measures","Saskatchewan","Onshore Wind",2021,870.3886046
"Current Measures","Saskatchewan","Solar (Distributed)",2021,31.0752283
"Current Measures","Saskatchewan","Solar (Utility scale)",2021,4.254071844
"Current Measures","Saskatchewan","Total",2021,24939.685232244
"Current Measures","Yukon","Bioenergy",2021,2.993595082
"Current Measures","Yukon","Hydro",2021,505.9001086
"Current Measures","Yukon","Natural Gas",2021,111.5152109
"Current Measures","Yukon","Oil",2021,79.32129219
"Current Measures","Yukon","Onshore Wind",2021,1.076967333
"Current Measures","Yukon","Solar (Distributed)",2021,0.138907941
"Current Measures","Yukon","Solar (Utility scale)",2021,0.061531958
"Current Measures","Yukon","Total",2021,701.007614004
"Global Net-zero","Alberta","Bioenergy",2021,1793.5759594
"Global Net-zero","Alberta","Bioenergy with CCUS",2021,0
"Global Net-zero","Alberta","Coal and Coke",2021,16216.19679
"Global Net-zero","Alberta","Hydro",2021,2151.074978
"Global Net-zero","Alberta","Natural Gas",2021,46519.47288
"Global Net-zero","Alberta","Natural Gas with CCUS",2021,0
"Global Net-zero","Alberta","Oil",2021,15.6585
"Global Net-zero","Alberta","Onshore Wind",2021,6800.614523
"Global Net-zero","Alberta","Solar (Distributed)",2021,151.1215243
"Global Net-zero","Alberta","Solar (Utility scale)",2021,254.7606822
"Global Net-zero","Alberta","Uranium SMR",2021,0
"Global Net-zero","Alberta","Total",2021,73902.4758369
"Global Net-zero","British Columbia","Bioenergy",2021,4057.95071073
"Global Net-zero","British Columbia","Bioenergy with CCUS",2021,0
"Global Net-zero","British Columbia","Hydro",2021,63800.59024
"Global Net-zero","British Columbia","Natural Gas",2021,1695.118811
"Global Net-zero","British Columbia","Natural Gas with CCUS",2021,0
"Global Net-zero","British Columbia","Oil",2021,72.3681586
"Global Net-zero","British Columbia","Onshore Wind",2021,2008.283925
"Global Net-zero","British Columbia","Solar (Distributed)",2021,24.65087176
"Global Net-zero","British Columbia","Solar (Utility scale)",2021,5.186739104
"Global Net-zero","British Columbia","Uranium SMR",2021,0
"Global Net-zero","British Columbia","Total",2021,71664.1494561939
"Global Net-zero","Manitoba","Bioenergy",2021,80.896
"Global Net-zero","Manitoba","Hydro",2021,28860.20635
"Global Net-zero","Manitoba","Natural Gas",2021,46.29820227
"Global Net-zero","Manitoba","Oil",2021,16.87422672
"Global Net-zero","Manitoba","Onshore Wind",2021,948.9920318
"Global Net-zero","Manitoba","Solar (Distributed)",2021,7.457391941
"Global Net-zero","Manitoba","Solar (Utility scale)",2021,2.892769117
"Global Net-zero","Manitoba","Uranium SMR",2021,0
"Global Net-zero","Manitoba","Total",2021,29963.616971848
"Global Net-zero","New Brunswick","Bioenergy",2021,587.9155979
"Global Net-zero","New Brunswick","Coal and Coke",2021,1470.457353
"Global Net-zero","New Brunswick","Hydro",2021,2622.059086
"Global Net-zero","New Brunswick","Natural Gas",2021,1580.222794
"Global Net-zero","New Brunswick","Oil",2021,40.391461123
"Global Net-zero","New Brunswick","Onshore Wind",2021,710.0197142
"Global Net-zero","New Brunswick","Solar (Distributed)",2021,1.395795282
"Global Net-zero","New Brunswick","Solar (Utility scale)",2021,0.258502094
"Global Net-zero","New Brunswick","Uranium",2021,4613.244492
"Global Net-zero","New Brunswick","Uranium SMR",2021,0
"Global Net-zero","New Brunswick","Total",2021,11625.964795599
"Global Net-zero","Newfoundland and Labrador","Hydro",2021,40848.0614
"Global Net-zero","Newfoundland and Labrador","Natural Gas",2021,264.0785
"Global Net-zero","Newfoundland and Labrador","Oil",2021,668.53145
"Global Net-zero","Newfoundland and Labrador","Onshore Wind",2021,160.4986979
"Global Net-zero","Newfoundland and Labrador","Solar (Distributed)",2021,1.149481546
"Global Net-zero","Newfoundland and Labrador","Solar (Utility scale)",2021,0.019396747
"Global Net-zero","Newfoundland and Labrador","Total",2021,41942.338926193
"Global Net-zero","Nova Scotia","Bioenergy",2021,330.0486243
"Global Net-zero","Nova Scotia","Coal and Coke",2021,4621.243125371
"Global Net-zero","Nova Scotia","Hydro",2021,780.0129971
"Global Net-zero","Nova Scotia","Natural Gas",2021,1558.867027
"Global Net-zero","Nova Scotia","Offshore Wind",2021,0
"Global Net-zero","Nova Scotia","Oil",2021,36
"Global Net-zero","Nova Scotia","Onshore Wind",2021,1137.446083
"Global Net-zero","Nova Scotia","Solar (Distributed)",2021,1.325767194
"Global Net-zero","Nova Scotia","Solar (Utility scale)",2021,0.539401307
"Global Net-zero","Nova Scotia","Total",2021,8465.483025272
"Global Net-zero","Northwest Territories","Hydro",2021,247.3671771
"Global Net-zero","Northwest Territories","Natural Gas",2021,86.89607194
"Global Net-zero","Northwest Territories","Oil",2021,34.89625416
"Global Net-zero","Northwest Territories","Onshore Wind",2021,17.7426936
"Global Net-zero","Northwest Territories","Solar (Distributed)",2021,0.158238719
"Global Net-zero","Northwest Territories","Solar (Utility scale)",2021,1.712982425
"Global Net-zero","Northwest Territories","Total",2021,388.773417944
"Global Net-zero","Nunavut","Oil",2021,278.3927452
"Global Net-zero","Nunavut","Onshore Wind",2021,0
"Global Net-zero","Nunavut","Solar (Distributed)",2021,0.531062546
"Global Net-zero","Nunavut","Solar (Utility scale)",2021,0.034400618
"Global Net-zero","Nunavut","Total",2021,278.958208364
"Global Net-zero","Ontario","Bioenergy",2021,1194.880924654
"Global Net-zero","Ontario","Bioenergy with CCUS",2021,0
"Global Net-zero","Ontario","Hydro",2021,35232.73945
"Global Net-zero","Ontario","Natural Gas",2021,11386.08939
"Global Net-zero","Ontario","Natural Gas with CCUS",2021,0
"Global Net-zero","Ontario","Oil",2021,93.3597
"Global Net-zero","Ontario","Onshore Wind",2021,12419.57521
"Global Net-zero","Ontario","Solar (Distributed)",2021,3225.255217
"Global Net-zero","Ontario","Solar (Utility scale)",2021,2500.800225
"Global Net-zero","Ontario","Uranium",2021,82281.38901
"Global Net-zero","Ontario","Uranium SMR",2021,0
"Global Net-zero","Ontario","Total",2021,148334.089126654
"Global Net-zero","Prince Edward Island","Bioenergy",2021,2.188086962
"Global Net-zero","Prince Edward Island","Oil",2021,4.54341999999999
"Global Net-zero","Prince Edward Island","Onshore Wind",2021,598.5599788
"Global Net-zero","Prince Edward Island","Solar (Distributed)",2021,0.678037409
"Global Net-zero","Prince Edward Island","Solar (Utility scale)",2021,0
"Global Net-zero","Prince Edward Island","Uranium SMR",2021,0
"Global Net-zero","Prince Edward Island","Total",2021,605.969523171
"Global Net-zero","Quebec","Bioenergy",2021,1301.22318916
"Global Net-zero","Quebec","Hydro",2021,200588.0684
"Global Net-zero","Quebec","Natural Gas",2021,106.408001
"Global Net-zero","Quebec","Oil",2021,556.4629802
"Global Net-zero","Quebec","Onshore Wind",2021,10322.93233
"Global Net-zero","Quebec","Solar (Distributed)",2021,29.13705025
"Global Net-zero","Quebec","Solar (Utility scale)",2021,4.397480685
"Global Net-zero","Quebec","Uranium SMR",2021,0
"Global Net-zero","Quebec","Total",2021,212908.629431294
"Global Net-zero","Saskatchewan","Bioenergy",2021,109.8619875
"Global Net-zero","Saskatchewan","Bioenergy with CCUS",2021,0
"Global Net-zero","Saskatchewan","Coal and Coke",2021,9629.4
"Global Net-zero","Saskatchewan","Coal with CCUS",2021,705.18
"Global Net-zero","Saskatchewan","Hydro",2021,2494.559386
"Global Net-zero","Saskatchewan","Natural Gas",2021,11093.94629
"Global Net-zero","Saskatchewan","Natural Gas with CCUS",2021,0
"Global Net-zero","Saskatchewan","Oil",2021,1.019664
"Global Net-zero","Saskatchewan","Onshore Wind",2021,870.3886046
"Global Net-zero","Saskatchewan","Solar (Distributed)",2021,31.0752283
"Global Net-zero","Saskatchewan","Solar (Utility scale)",2021,4.254071844
"Global Net-zero","Saskatchewan","Uranium SMR",2021,0
"Global Net-zero","Saskatchewan","Total",2021,24939.685232244
"Global Net-zero","Yukon","Bioenergy",2021,2.993595082
"Global Net-zero","Yukon","Hydro",2021,505.9001086
"Global Net-zero","Yukon","Natural Gas",2021,111.5152109
"Global Net-zero","Yukon","Oil",2021,79.32129219
"Global Net-zero","Yukon","Onshore Wind",2021,1.076967333
"Global Net-zero","Yukon","Solar (Distributed)",2021,0.199260411
"Global Net-zero","Yukon","Solar (Utility scale)",2021,0.061531958
"Global Net-zero","Yukon","Total",2021,701.067966474
"Canada Net-zero","Alberta","Bioenergy",2022,1951.552264
"Canada Net-zero","Alberta","Bioenergy with CCUS",2022,0
"Canada Net-zero","Alberta","Coal and Coke",2022,14245.46911
"Canada Net-zero","Alberta","Hydro",2022,1651.074978
"Canada Net-zero","Alberta","Hydrogen",2022,0
